id,timestamp,sender_id,message,bot_message,outcome,silent,user_intent,user_timestamp_detail,bot_timestamp_detail,wait_time
1,2020-06-19,851988961570142,"https://scontent.xx.fbcdn.net/v/t1.15752-9/81557015_285741642474849_1812728957257323985_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=2k-_YsQi5kEAX-z42Te&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=f83fdc7265583f3ac3399bd0857ebdda&oe=5F137497
Mẫu này m xin giá ạ","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",other,1,query_knowledge_base,2020-06-19 05:04:53,2020-06-19 05:04:55,2.0
2,2020-06-19,1531221113658774,"https://scontent.xx.fbcdn.net/v/t1.15752-9/105579648_645246399669280_2974881632768175499_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_oc=AQm6k0sbhpkHoIZiGjyqafCua2RqgpEzF7X3IPYegLLs6a8TjDCbwvn1kQKcpJdObyWz9CtSnBZtcysvhnGNpiD_&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=711799ee67eeb7ec3af5779f2cbb91fd&oe=5F0FF120
Cho e xin giá ạ","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)", ,0,query_knowledge_base,2020-06-19 02:53:16,2020-06-19 02:53:18,2.0
2,2020-06-19,1531221113658774,"/disagree{""object_type"": null}",Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!, ,0,disagree,2020-06-19 02:54:36,2020-06-19 02:54:36,0.0
2,2020-06-19,1531221113658774,https://scontent.xx.fbcdn.net/v/t1.15752-9/104391127_616964752510336_4315968930101015567_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_oc=AQn3_Md75wnpQsIRxMy2B4fLzjFy_FcrpyKn5PoABMS-UwTkLxMl-BTJEMnz5579ykGHIhrt9wBIJ8Xm_OqRV7gD&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=5e519a56165f4e3acf94e01da1a6034d&oe=5F100FA7,Bạn đang tìm kiếm thông tin gì ạ?, ,0,send_link,2020-06-19 02:55:26,2020-06-19 02:55:26,0.0
2,2020-06-19,1531221113658774,"M muốn hỏi xe đẩy
M gửi ảnh r mà
M xin giá","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)", ,0,query_knowledge_base,2020-06-19 02:56:00,2020-06-19 02:56:05,5.0
2,2020-06-19,1531221113658774,"M gửi ảnh
Mà bên b k nhận đc à",bot handover_to_inbox,handover_to_inbox,0,handover_to_inbox,2020-06-19 02:56:47,no_timestamp,no_wait_time
3,2020-06-18,2236239679778228,/start_conversation,"Chào Hảo Đinh, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!", ,0,start_conversation,2020-06-18 09:59:57,2020-06-18 09:59:58,1.0
3,2020-06-18,2236239679778228,"Giá bao nhiêu b
https://scontent.xx.fbcdn.net/v/t1.15752-9/103805011_554902098478456_8496735657847161489_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=I5JjgiqB8OMAX9ZB9nW&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=998339b32811c724a1bd02b4aa1edbc8&oe=5F1172A1
https://scontent.xx.fbcdn.net/v/t1.15752-9/99027051_688989258544420_2023270006933946368_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=sL0PkSw6-jUAX_H2JTO&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=2388c80f0972fa35dfdcf552cd42f347&oe=5F1095F4
https://scontent.xx.fbcdn.net/v/t1.15752-9/104937800_691934048297561_1665723025420168822_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_ohc=E5M3l8cQAf8AX8ejdKX&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=4df2806240fa54829d198f71e0884294&oe=5F103DF1","Sản phẩm  Đai xe máy có phản quang mẫu mới 2019   có giá bán thấp nhất từ: *129,000 VND*, bạn vui lòng bấm vào sản phẩm để xem giá bán và thông tin chi tiết!",other,1,query_knowledge_base,2020-06-18 10:00:27,2020-06-18 10:00:29,2.0
4,2020-06-18,2392858274121997,"xe này bn vậy shop
https://scontent.xx.fbcdn.net/v/t1.15752-9/104296782_262516844837867_6535740634171830956_n.png?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=lsnceQnvnjQAX-tULTD&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=9099ee9c6de4879ea8025757e77088d9&oe=5F0FD3D0","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",other,1,query_knowledge_base,2020-06-18 09:35:49,2020-06-18 09:35:52,3.0
5,2020-06-18,2213312315394805,/start_conversation,"Chào Hung Trắng, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!", ,0,start_conversation,2020-06-18 07:00:15,2020-06-18 07:00:15,0.0
5,2020-06-18,2213312315394805,"Cho m giá xe này nhé
https://scontent.xx.fbcdn.net/v/t1.15752-9/104309995_260667038527116_3674696773669193931_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=YB2UEJxRnmgAX_Pvysz&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=fa71c14c00d913f39e4ed107bc69f326&oe=5F129B60","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",other,1,query_knowledge_base,2020-06-18 07:00:45,2020-06-18 07:00:48,3.0
6,2020-06-18,3223272474432257,/start_conversation,"Chào Tran Nhat Lam Duyen, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!", ,0,start_conversation,2020-06-18 03:36:47,2020-06-18 03:36:47,0.0
6,2020-06-18,3223272474432257,"cho em xin giá quây nhựa ạ
https://scontent.xx.fbcdn.net/v/t1.15752-9/104401969_267623327639900_8184372689406761467_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=oJHBwVKAL8IAX_ndH5R&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=bd5f4c5bb93063baa6f1953dc286e044&oe=5F126286
https://scontent.xx.fbcdn.net/v/t1.15752-9/104291071_255527295736759_703397080551639767_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=iCADp_2awRAAX8sBLYp&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=b4a771214e183963802719291e4f306d&oe=5F10A686","Sản phẩm Quây Holla Vương Miện  hiện shop đang có mức giá: *1,750,000 VND (giá gốc 3,000,000 VND)*.
", ,0,query_knowledge_base,2020-06-18 03:37:17,2020-06-18 03:37:19,2.0
6,2020-06-18,3223272474432257,minh có nhung size nào ạ,"Sản phẩm Quây Holla Vương Miện chất liệu Nhựa hiện shop đang có kích thước: *1m6x1m8*.
Bạn tham khảo các sản phẩm sau nhé ạ:", ,0,query_knowledge_base,2020-06-18 03:40:37,2020-06-18 03:40:37,0.0
6,2020-06-18,3223272474432257,cho e tham khao các màu ạ,"Sản phẩm Quây chất liệu Nhựa hiện shop đang có kích thước: *100x132x60cm, 1m6x1m8, 1.8x2m, 132x132x60cm, 132x165x60cm*.
Bạn tham khảo các sản phẩm sau nhé ạ:",other,1,query_knowledge_base,2020-06-18 03:56:20,2020-06-18 03:56:20,0.0
7,2020-06-17,3902067819863342,/start_conversation,"Chào Như Lài, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!", ,0,start_conversation,2020-06-17 06:36:02,2020-06-17 06:36:03,1.0
7,2020-06-17,3902067819863342,https://scontent.xx.fbcdn.net/v/t1.15752-9/97770819_238501967248982_409953460172095488_n.jpg?_nc_cat=105&_nc_sid=b96e70&_nc_oc=AQnDNHo9I_fBh8_9VuPRAYoeWsOjWi6YkR0mL05e6iPvxibYE307SchJm_BgaohS1ZBIAgNZPv8IjOGHpLy8iTxk&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=d4b8ecf5ed4db925840f16f7f4d633fb&oe=5F1004C8,Bạn đang tìm kiếm thông tin gì ạ?, ,0,send_link,2020-06-17 06:36:17,2020-06-17 06:36:17,0.0
7,2020-06-17,3902067819863342,Cho e hoi tham nay giá bao nhiu zay shop,"Sản phẩm CẦU TRƯỢT BẬP BÊNH HOLLA 3IN1  hiện shop đang có mức giá: *550,000 VND (giá gốc 800,000 VND)*.
", ,0,query_knowledge_base,2020-06-17 06:36:33,2020-06-17 06:36:36,3.0
7,2020-06-17,3902067819863342,"Cho e xin giá tham
https://scontent.xx.fbcdn.net/v/t1.15752-9/103831572_2320246174946507_3111508768466840324_n.jpg?_nc_cat=100&_nc_sid=b96e70&_nc_oc=AQl1wJkhtU31BQvaXR3H2iGzxmKsHjM3hVs0L9SzPrsII_k0PXPL_HgnIFBVftJSnOL2DUVQYQcNW2528XY4B_uK&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=b531f057f57cf4aaf7b465fa213a4c9e&oe=5F10F79B","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",other,1,query_knowledge_base,2020-06-17 06:39:36,2020-06-17 06:39:38,2.0
8,2020-06-17,2437026813066784,/start_conversation,"Chào Thanh Bui, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!", ,0,start_conversation,2020-06-17 05:19:29,2020-06-17 05:19:30,1.0
8,2020-06-17,2437026813066784,Cho biết  giá  của  ghế,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!", ,0,query_knowledge_base,2020-06-17 05:20:06,2020-06-17 05:20:06,0.0
8,2020-06-17,2437026813066784,https://scontent.xx.fbcdn.net/v/t1.15752-9/104170939_634052813988088_6830127424964464487_n.jpg?_nc_cat=103&_nc_sid=b96e70&_nc_oc=AQllj_RzCJAuw7lXzDH4huuRhT3MbuVg06evMU49HcuSV9SYkpM2fkL9aZRwUx6zxrzcsWk-h8Dt9xtLAfUT16pX&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=290aeed2bb0ac259623aaede389d1cdf&oe=5F108BA9,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",other,1,send_link,2020-06-17 05:22:09,2020-06-17 05:22:12,3.0
9,2020-06-17,2556244104492992,"https://scontent.xx.fbcdn.net/v/t1.15752-9/104879808_551393762434649_6627943503964963539_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=hxO0YmK8Y-EAX-ZzadO&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=0bdd49a4e7e7c20c9c5a52b66ac79848&oe=5F0DB733
https://scontent.xx.fbcdn.net/v/t1.15752-9/104937800_691934048297561_1665723025420168822_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_ohc=E5M3l8cQAf8AX8FP-NN&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=c872bff09babe78a5d3c343825473758&oe=5F103DF1
Xin giá
Cái đai mấy tủi xài đc ạ",bot handover_to_inbox,handover_to_inbox,0,query_knowledge_base,2020-06-17 02:09:53,no_timestamp,no_wait_time
10,2020-06-16,2819758998135770,/start_conversation,"Chào Liên Thach Thi, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!", ,0,start_conversation,2020-06-16 05:10:20,2020-06-16 05:10:21,1.0
10,2020-06-16,2819758998135770,"Xe giá nhiêu vậy shop
https://scontent.xx.fbcdn.net/v/t1.15752-9/104207567_1200486363624775_8447128499919432156_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=3CjRRXPXIa0AX_SG4pM&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=9dec41da59dc4cb8aeca8970bcb2ac71&oe=5F0D5154","Sản phẩm XE LẮC CAO CẤP HOLLA -XANH  hiện shop đang có mức giá: *510,000 VND (giá gốc 700,000 VND)*.
", ,0,query_knowledge_base,2020-06-16 05:11:00,2020-06-16 05:11:03,3.0
10,2020-06-16,2819758998135770,Gửi về tỉnh Sóc Trăng có tính ship ko shop,bot handover_to_inbox,shipping_order,0,handover_to_inbox,2020-06-16 05:12:12,no_timestamp,no_wait_time
11,2020-06-16,3378698615474077,/start_conversation,"Chào Đào Nguyễn, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!", ,0,start_conversation,2020-06-16 02:29:16,2020-06-16 02:29:17,1.0
11,2020-06-16,3378698615474077,Shop cho mình hỏi xe đẩy vinng bn?,"Sản phẩm  Xe Đẩy hãng sản xuất Vinng  có giá bán thấp nhất từ: *1,390,000 VND*, bạn vui lòng bấm vào sản phẩm để xem giá bán và thông tin chi tiết!", ,0,query_knowledge_base,2020-06-16 02:29:43,2020-06-16 02:29:44,1.0
11,2020-06-16,3378698615474077,"Mình hỏi xe đẩy đảo chiều gấp gọn
https://scontent.xx.fbcdn.net/v/t1.15752-9/103772665_2734440913498550_2562280174114420240_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=U6VV_29QbTMAX9rNWaX&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=eb0959b5f707f80be39b5762d7339921&oe=5F0F3056","Sản phẩm Xe đẩy đảo chiều gấp gọn VINNG  hiện shop đang có mức giá: *1,390,000 VND (giá gốc 2,500,000 VND)*.
",other,1,query_knowledge_base,2020-06-16 02:31:46,2020-06-16 02:31:48,2.0
12,2020-06-16,3090170581060440,/start_conversation,"Chào Nguyen Thuy Dung, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!", ,0,start_conversation,2020-06-16 02:10:50,2020-06-16 02:10:50,0.0
12,2020-06-16,3090170581060440,"https://scontent.xx.fbcdn.net/v/t1.15752-9/104106225_262212771873148_4066821957958461593_n.png?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=maZlpWdePdAAX_3lcyr&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=0d9d9f6362f6f8e0d17d398e11a51ef2&oe=5F0D0B0B
cho m xin giá bộ này ah","Sản phẩm Bàn học, bản chơi lắp ghép Lego cao cấp  hiện shop đang có mức giá: *995,000 VND (giá gốc 1,750,000 VND)*.
", ,0,query_knowledge_base,2020-06-16 02:11:08,2020-06-16 02:11:10,2.0
12,2020-06-16,3090170581060440,32 miếng sếp ah shiop,bot handover_to_inbox,handover_to_inbox,0,handover_to_inbox,2020-06-16 02:13:09,no_timestamp,no_wait_time
13,2020-06-15,3002906476434699,"https://scontent.xx.fbcdn.net/v/t1.15752-9/83234940_573188230049728_4213120571580593298_n.jpg?_nc_cat=103&_nc_sid=b96e70&_nc_ohc=fTPW_9VMaH0AX81yHNe&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=0dccc127df12ec69dc304cd55bfb8f9f&oe=5F0D1062
Bn bn shop",Bot doing sth, ,0,query_knowledge_base,2020-06-15 08:35:00,2020-06-15 08:35:02,2.0
13,2020-06-15,3002906476434699,"/confirm_object_type{""object_type"": ""ke""}",Bot doing sth, ,0,confirm_object_type,2020-06-15 08:35:20,2020-06-15 08:35:20,0.0
13,2020-06-15,3002906476434699,Loai cao nhat bn,Bot doing sth, ,0,query_knowledge_base,2020-06-15 08:36:10,2020-06-15 08:36:10,0.0
13,2020-06-15,3002906476434699,Nhu hinh gia ra sau,bot handover_to_inbox,handover_to_inbox,0,handover_to_inbox,2020-06-15 08:37:08,no_timestamp,no_wait_time
14,2020-06-15,3199404600112370,https://scontent.xx.fbcdn.net/v/t1.15752-9/103514719_309249863803295_2856804061360459281_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_oc=AQkZmh9OFb9yn8Q8_fE1gcK1iQugFAkT-LgVvvBgxHM81T0Y6Z7FqFFlVCYnLaj5wxHckh9p5hOI-RGtIB94zFxK&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=da64851878745d947e63ead548f020cb&oe=5F0B2E2B,Bạn đang tìm kiếm thông tin gì ạ?, ,0,send_link,2020-06-15 04:37:29,2020-06-15 04:37:29,0.0
14,2020-06-15,3199404600112370,Gia nay bao nhiu a!,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)", ,0,query_knowledge_base,2020-06-15 06:15:17,2020-06-15 06:15:19,2.0
